negative,message
0,noot Luxury Black Transformer Brushed Aluminum Chrome Hard Case for Apple iPhone 5 ATandT Verizon Sprint Tmobi... http://t.co/O7UKfKPHYo
0,"Sweet, just like last year's Sprint Unlimited, the #22Crew will be in the last pit stall"
0,Excellent #deals of the week on Tmobile iPhone #TmobileiPhone #Tmobile #iPhone Why pay more? http://t.co/nEtu1g37dG
0,"Like Ma Bell I got the ill communicationSprint: Sir, what exactly is the prob...MAAA BELL I got the ill communication"
0,Brought up my #youtube channel at the #sprint store haha! youtube #jenniferthompsonchannel  @ http://t.co/rmZVAwo3h6
0,RT @Paleomazing: Do you sprint? Here Are 15 Reasons to Sprint More This Year | Mark's Daily Apple http://t.co/5lyzHXoEtR #paleo #primal #fi
0,"RT @TheFastLap1: Did you know, there were only 3 cautions in last season's Sprint Unlimited with 2 of them being competition cautions? http"
0,Novatel Wireless EX720 EVDO ExpressCard (Sprint) version 1: Shop cell phones and accessories at Ama... http://t.co/ojUMVhLKMC
0,@Jakeukpfc It has to update from marathon to without the marathon so it takes away the sprint you would've used if you didn't have marathon
0,Novatel Wireless EX720 EVDO ExpressCard (Sprint) version 1: Shop cell phones and accessories at Ama... http://t.co/vC3RY4dCTW
1,Went to the Verizon store and asked what is the best phone. No one is alive
0,Sprint letting us upgrade early??
0,Novatel Wireless EX720 EVDO ExpressCard (Sprint) version 1: Shop cell phones and accessories at Ama... http://t.co/HrJMWU4VwH
0,Novatel Wireless EX720 EVDO ExpressCard (Sprint) version 1: Shop cell phones and accessories at Ama... http://t.co/PGAuvDaHNB
0,A plan with rates as low as $25/mo. each. Start your Sprint #Framily. Excl. taxes + surcharges after group savings. http://t.co/tWD8LzGQKM
0,RT @Richbmtfc: 3G being fully used today amid terrible weather by staff of EE (tmobile) to raise funds for tenovus cancer charity @MerthyrT
0,If #verizon gonna offer a brother an early upgrade...I'm gonna take it!
0,Chill afternoon All-Star events & Sprint Unlimited tonight
0,"Samsung SPH M400 - Silver (Sprint) Phone, Clean ESN, Decent Condition! http://t.co/nFDn5530bR"
1,RT @G0DsIMAGE: t-mobile & they shitty ass service.
0,"Just 1 week till the @Format_World Sprint Classic at Maraetai with @Mark2Sports in support, MTB option now available https://t.co/DKE7dyGPtJ"
0,RT @joerogan: Dallas! March 14th I'm bringing the #FreakParty to town @AriShaffir @duncantrussell and me at the verizon theatre http://t.co
0,anyone got a verizon phone that I could use
0,Franklin U680 EVDO USB Modem (Sprint): Shop cell phones and accessories at http://t.co/BdsVRrL595. Youll find g... http://t.co/DQ8NRyaHFF
0,Franklin U680 EVDO USB Modem (Sprint): Shop cell phones and accessories at http://t.co/9YPJB4t3ie. Youll find g... http://t.co/YyiH6OlFsF
1,@JohnLegere #breakupletter @Sprint couldn't provide fast enough internet speeds @tmobile sure can for this customer!! http://t.co/UvOXxTK9dE
0,Apple iPhone 4 - 8GB - Black (Sprint) includes popular game with birds that flap: $54.00 (0 Bids) End Date:... http://t.co/PPRy8uZrOb
0,"Samsung Galaxy Victory 4GLTE (Sprint) Near Perfect Cosmetics, Functional: $24.99 (0 Bids) End Date: Saturday... http://t.co/hRLpMRLupG"
0,@flpharmgirl1977 yes sprint showdown use to be Bud shoot out
1,Love waiting forever in verizon cause people are phone dumb and take three hours to pick out a new phone. Don't you research this shit!?
0,RT @bobpockrass: Darrell Waltrip to miss Sprint Unlimited after surgery ... Michael Waltrip to fill in tonight. http://t.co/GTY5PV9Xdi  #na
0,"This week only, get a FREE tablet from #Verizon! Click to learn more. Hurry, offer ends 2/17! http://t.co/lX6KfH31oP #vzwcrowd"
0,"@VZWSupport aww I love verizon if I get a data upgrade, but I guess I didn't so I don't love verizon"
0,Sprint Unlimited on FOX Sports 1 http://t.co/nmjHoEg60e
1,RT @IAmNyland: Fuck TMobile http://t.co/Bf1K93x5IN
0,"#SPRINTUNLIMITED #faithin5 @kaseykahneI voted for the sprint format, but all I care about is Kasey winning!!"
0,Sooooo does anyone have a used Verizon phone I could borrow for two weeks?? Pretty please
0,"RT @MUfessions: ""Sprint football may suck, but they definitely have the best parties on campus. #TurnUporTransfer"""
0,"RT @watsuptaylor: Normal ppl: Taylor is googling stuffSwifties: She use Verizon, using 3G, bluetooth is on, her battery is dying. http://t"
0,"@BryanBroaddus watch party for the Sprint Unlimited tonight at TMS, want to join us?"
0,Sprint Unlimited features bells and whistles for NASCAR fans http://t.co/aPiEr1hzPE
0,I need a sprint phone asap
0,This is unprecedented for Sprint http://t.co/6R5A3UN5tk
0,"Sprint Car Straight Pitman Steering Arm, MAXIUM GAMBLER J&J: $20.00 End Date: Monday Mar-17-2014 11:56:03 PDT Buy... http://t.co/V6jxl4sOg6"
0,The t-Mobile commercials with @TimTebow are actually hilarious
0,"A little birdy told me Sam Parker broke the 10km/h mark for 5km at JPP.......on the 17'6"" Sprint and Mako fin"
0,"@SamsungSupport whatever the first batch of Galaxy S4s for Verizon were, that's my model number"
1,Sprint Is Ass
0,"Son, dont matta what day, what the weather is, or anything, niggas gon be at the verizon store faithfully..."
0,@Mikey_Franks Losing the game was almost as bad as having Mr Coffin sprint at you
0,RT @RacingForumWeb: Racing's here my twitter racing followers. Register on Forum & chance to win Prizes/Sprint Unlimited Don't just watch a
0,I Sprint To the Mall Just To Spend 4G's#Simple #Bars
0,Anyone wanna buy my iphone 4 - 32GB- Black(Verizon) -FLAPPY BIRD APP + MORE! Should be coming out soon! Keep an eye open! #ebay
0,I love verizon
0,I WALK INTO THE GIRLS RESTROOM AT WHATABURGER EVERY SINGLE TIME. GOD ITS EMBARRASSING AND I JUST SPRINT OUT OF THERE BEFORE IM ARRESTED
0,Casio GzOne Ravine 2 Non-Camera (Verizon Wireless): Shop cell phones and accessories at http://t.co/66hmyftrJg.... http://t.co/hFrpP57hDB
0,Casio GzOne Ravine 2 Non-Camera (Verizon Wireless): Shop cell phones and accessories at http://t.co/RXRfCL6oBZ.... http://t.co/YrkUZQATtq
0,Ahours sub-seven sprint steals the show in Birmingham http://t.co/kvFrDv3KnD
0,Danica Patrick excited to be in Sprint Unlimited with boyfriend - http://t.co/VHlNBuKptX http://t.co/fXBoOX7xBB
1,RT @youngandtrill: Sprint Is Ass
0,A little ARCA action before the Sprint Unlimited! #ARCA #NASCAR @ Daytona International Speedway - http://t.co/AO5qpDVIUA
0,GREAT CONDITION -MOTOROLA MB870 DROID X2 Black For Verizon Smartphone- CLEAN ESN http://t.co/tzpdRJA9bK
0,@etxNASCAR after your first season if you do we'll and qualify for it will you be able to run in the sprint unlimited?
0,If a race happens outside of a sprint cup race is it real or your imagination?  #NASCAR media is funny
0,RT @taylorneely13: I WALK INTO THE GIRLS RESTROOM AT WHATABURGER EVERY SINGLE TIME. GOD ITS EMBARRASSING AND I JUST SPRINT OUT OF THERE BEF
0,Verizon the best phone carrier . Hands down
0,"T-Mobile will allow Jump users to upgrade anytime, but it may require opening your wallet http://t.co/q8W277smQJ #Startup #Entrepreneur..."
0,"SAMSUNG  SPH-A460  SPRINT CELL PHONE, EXCELLENT CONDITION http://t.co/NQkDlnUoGH"
0,need a iPhone 5 tmobile or AT&T who got it??
0,Any of y'all got a T-mobile phone
0,Featured: Swappa listing for Apple iPhone 5C (Sprint): $310 http://t.co/hf9MymAchI
0,"Everytime I see the commercial for Sprint's ""framily plan"" I think of the Asian from southpark"
0,This niggah smoking a cigg in sprint hahaha
0,"@ShweepyMcButtaz I'm not trying to sprint to Crean's defense here, but it's much much more than just the coach here."
0,#4: 26 btn: 26 btn by Sprint Protege 2 used & new from $90.00(Visit the Best Sellers in PBX Phones & Systems l... http://t.co/qp84FkgAQb
1,Why is T-Mobile customer service so horrible? On hold for three hours ... transferred six times. Worst. Ever.
1,"RT @PWECARTER: Fuck my phone not sending text, Sprint suck ass"
0,Don't forget to vote for the #SprintUnlimited race format. Vote on your Sprint phone and your vote counts twice! As long as you vote as I do
0,"Stupid Tebow, why'd you have to make yourself even (gag) more likeable with that T-Mobile commercial?.....I wish I was Tim Tebow"
0,NASCAR SPRINT UNLIMITED (@FOXSports1; 8 PM ET) @mikejoy500 @The_ChrisMyers @mw55 @LarryMac28 @HollywoodJeff @kristavoda & @SteveByrnes12
0,I think i love that guy from the tmobile store
1,What good is @Sprint's Unlimited Data plan when #Sprint's data doesn't work?: http://t.co/4mX57xBSgi
1,RT @BlackRifleProj: What good is @Sprint's Unlimited Data plan when #Sprint's data doesn't work?: http://t.co/4mX57xBSgi
0,Had an awesome day. Just got back from snowmobile... Can't wait to see the Sprint Unlimited tonight..
0,Sprint relays this year? Thats different .
0,It's half past three in the morning. Who wants to sprint to the other end of the world and back? #SuperActive
1,"Sprint ""framily"" plan is such bullshit. You can disagree but you'd be wrong."
0,RT @ESPNNASCAR: Five things to watch in tonight's Sprint Unlimited @DISupdates http://t.co/qhoOvKCKqJ #NASCAR
0,T-Mobile Sparq Prepaid Phone (T-Mobile): Shop cell phones and accessories at http://t.co/zl29eM0Sqi. Youll find... http://t.co/SRnB7E4pKS
0,T-Mobile Sparq Prepaid Phone (T-Mobile): Shop cell phones and accessories at http://t.co/a3oRQezvX3. Youll find... http://t.co/kNnYQfvkNg
0,"Anyone wanna buy/bid on my iphone 4 - 32GB- Black(Verizon) -FLAPPY BIRD APP + MORE! Coming soon, keep eye open! #ebay http://t.co/5u6UcllKaG"
1,Ay I need ur serious opinions followers. Stay with sprint till 2015 or go to have my contract bought out by tmobile?
0,#4: 26 btn 26 btnby Sprint Protege2 used & new from $90.00 (Visit the Best Sellers in PB... http://t.co/FvuKLWL4D9 http://t.co/Uuu0pWNVxn
1,Omg I hate you #sprint!!! Its ur fault we cant send our #screenshots faster ttffffff lol
0,"RT @dcaraviello: At #NASCAR.com, the order for Daytona 500 qualifying tomorrow: http://t.co/jakmJh0wQN"
0,"Kinda wanna go down to sprint center to make fun of the westboro baptist ""church"""
0,"Sprint introduces Spark enhanced LTE, promises unprecedented speed, futuristic app support http://t.co/gCIIB6KwYp via @engadget"
0,@Enrico_Palazzo_ @BadgerNoonan data caps will spur Verizon back into an aggressive fiber rollout. Demand wasnt there previously.
0,#verizon #longwait #upgrade #hopefully @ Verizon Wireless http://t.co/zxPBGuLEEb
0,"HTC One, Red (Sprint): Shop cell phones and accessories at http://t.co/8BUVJi60Gn. Youll find great prices on c... http://t.co/XR7lNyPECR"
0,"HTC One, Red (Sprint): Shop cell phones and accessories at http://t.co/ufum38tCQq. Youll find great prices on c... http://t.co/U3ByTuX4xh"
1,RT @GoughBoi: Regret leaving AT&T. Sprint hella fuckin SUX!!!! Like a trash rapper sprint got no bars lol. #FuckSprint #WorstSignal
1,"Sprint ""framily"" plan is such bullshit."
0,RT @KySpeedway: Retweet if you're ready for LIVE @Sprint Unlimited action at 8 p on @FOXSports1. Vote: http://t.co/Kj5GVNcUuR http://t.co/G
0,***(A MUST READ)***SPRINT SAYS: Bring up to 10 of your friends & family members and get $5 off your bill each... http://t.co/6b47Z22NQk
0,"@jbarbarito: @BryanBroaddus watch party for the Sprint Unlimited tonight at TMS, want to join us? Thank you but on mission tonight at VR"
0,Novatel Wireless Merlin C777 Mobile Broadband 2-in-1 Card (Sprint): Shop cell phones and accessories at Amazon... http://t.co/GFm5QmSLa0
0,Novatel Wireless Merlin C777 Mobile Broadband 2-in-1 Card (Sprint): Shop cell phones and accessories at Amazon... http://t.co/nafNDwOodI
1,Sprint has to have thee worst Costumer Service ever..Am I the only person that gets Hung up on?
0,Anyone else lose Verizon internet in Southie? @universalhub #VerizonInternet
0,"Pantech Hotshot CDM8992 Verizon CDMA Phone with Touchscreen, 3.15MP Camera, Video, GPS, Bluetooth, MP3/MP4 Pla... http://t.co/B7qZdXrfSl"
0,"Pantech Hotshot CDM8992 Verizon CDMA Phone with Touchscreen, 3.15MP Camera, Video, GPS, Bluetooth, MP3/MP4 Pla... http://t.co/Xq73iJA8q9"
0,"T-Mobile will allow Jump users to upgrade anytime, but it may require opening your wallet http://t.co/sizn7Tz6Tc #startup #Dubai #GCC"
0,"This week only, get a FREE tablet from #Verizon! Click to learn more. Hurry, offer ends 2/17! http://t.co/GZlvL0FH3J #vzwcrowd"
0,"Always enjoy getting to chat with @StenhouseJr! Stay tuned, up next is #DaleJr at the @sprint FanZone stage! -KC http://t.co/IUAYqmxi7S"
0,Alcatel OneTouch Evolve 5020T GSM Android Phone Black (T-Mobile TMobile): Shop cell phones and accessories at ... http://t.co/axkfidF1Vj
0,So Sprint finessed me into damn near getting service with them lol
0,Alcatel OneTouch Evolve 5020T GSM Android Phone Black (T-Mobile TMobile): Shop cell phones and accessories at ... http://t.co/dsRvNQRWmI
0,the trap is boomin at sprint
0,RT @TMOBILE231: @JohnLegere can this awesome T-Mobile store in the Chi get a retweet #uncarrier shout out @WirelessVision
1,They hang up on me too RT @iDIKher: Sprint has to have thee worst Costumer Service ever..Am I the only person that gets Hung up on?
1,@BursiNoel sprint sucks get rid of it asap
0,"RT @MakinitRain100s: Dear Verizon,  I have recently noticed something wrong with my phone. I text a hot girl & don't receive a text back. A"
0,That guy from T-Mobile though
0,@MissSprintCup @StenhouseJr @sprint who the tweeter?
0,RT @FOXSportsPR: NASCAR SPRINT UNLIMITED (@FOXSports1; 8 PM ET) @mikejoy500 @The_ChrisMyers @mw55 @LarryMac28 @HollywoodJeff @kristavoda &
0,RT @JonGordon11: When opportunity knocks you have to be ready to open the door and sprint through it.
0,being on the t-mobile edge network in the middle of utah is hell. takes 5 minutes to refresh twitter.
0,Whence over against toll prefer a black stuff sprint other attain to yours free and clear inside track: hfb
0,Going to tmobile with anjie annoying ass
0,Sprint Unlimited features bells and whistles for NASCAR fans - Orlando Sentinel (blog) http://t.co/HkgmY0QoQl
0,"Shopping's done, I'm back & ready for some DAYTONA racing! ARCA is on now, then Sprint Cup racing. Love me some racing! An.. Obama Sucks! ;)"
0,"RT @MissSprintCup: Always enjoy getting to chat with @StenhouseJr! Stay tuned, up next is #DaleJr at the @sprint FanZone stage! -KC http://"
0,"RT @MissSprintCup: Always enjoy getting to chat with @StenhouseJr! Stay tuned, up next is #DaleJr at the @sprint FanZone stage! -KC http://"
0,Looking forward to the Sprint Unlimited tonight on @FOXSports1. #4thewin
0,"RT @TheSnideOne: Like Ma Bell I got the ill communicationSprint: Sir, what exactly is the prob...MAAA BELL I got the ill communication"
0,"@ilive4_RNF3 yes yes , but I bought a pair of uggs that match it , so shit imma sprint that shit NOW !"
0,Samsung Galaxy S 4 - Black Mist (Sprint)..Lots of EXTRAS...Ipod touch...case http://t.co/gWsQlxC4eW #android
0,$91.04 in @Sprint & Govt Fees? Thank you @TMobile for helping me save money. With better service/data speed too. http://t.co/gPBncq1CBD
0,Verizon LG Lucid 4G LTE Cell Phone Android SmartPhone CDMA LG-VS840 GOOD ESN http://t.co/cBGuTdpc5k #android
0,In under 20 minutes we'll find out the format to the #NASCAR Sprint Unlimited. Here is a preview for tonight's race.http://t.co/4yktreuKum
1,Why is T-Mobile customer service so horrible? On hold for three hours ...transferred six times. Worst. Ever. #tmobile #ChangingCellCarrier
0,anyone got a verizon phone for sale?
0,Again What channel is the dunk contest on for Verizon
0,"RT @MissSprintCup: Always enjoy getting to chat with @StenhouseJr! Stay tuned, up next is #DaleJr at the @sprint FanZone stage! -KC http://"
0,Shouts out to verizon for doublin my data plan for free. Now i dont really gotta watch my data when im outside my house.
0,Maybe I'll have Jose pick me up from school & take me to tmobile b4 they close..
0,@baleixo_15 I wish catchers got to sprint. Gotta live for that
0,I liked a @YouTube video http://t.co/ygrYe1AvS5 Verizon Samsung Illusion Review
0,"I'm at @Tmobile (McLean, VA) http://t.co/2qG9otzIsk"
1,Sprint I hate you. you always want to ruin my life. youre just mad that my mom loves me enough to constantly buy me new phones
0,Can I change my ip w/ verizon.
0,"#apple Apple iPhone 5, 16GB , White , Unlocked , ATT , TMOBILE http://t.co/4uGsw5HDy2"
0,#apple ***Great Condition*** Apple iPhone 4s - 16GB - Black (Verizon) Smartphone http://t.co/EpXmt1tubE
0,#apple Apple iPhone 5 - 16GB - White & Silver (Sprint) BAD ESN/IMEI Activation locked http://t.co/ebwYdmJpYq
0,#apple Samsung Galaxy S 4 - Black Mist (Sprint)..Lots of EXTRAS...Ipod touch...case http://t.co/ute48rWvbq
0,I added a video to a @YouTube playlist http://t.co/ygrYe1AvS5 Verizon Samsung Illusion Review
0,RT @FOXSportsPR: NASCAR SPRINT UNLIMITED (@FOXSports1; 8 PM ET) @mikejoy500 @The_ChrisMyers @mw55 @LarryMac28 @HollywoodJeff @kristavoda &
1,this morning sprint had me on hold for 20 minutes..
0,@Verizon and your #overages weren't doin it for them. @TMobile is where the #unlLTE is @JohnLegere #solano2129 http://t.co/4KO1rUgf0z
0,T-mobile $50 Prepaid Refill Card Monthly Plan / Pay As You Go No Annual Contract Email Shipping: Shop cell pho... http://t.co/omtTvx5e6u
0,@YeahBUDDYCurls that's that sprint service ..  No missed calls . Oh yup I was coming from packed ass Walgreens
0,I Didnt Know T-Mobile & Sprint Share The Same Towers.
0,@ourmaizcay @TVNTVN Breeders Cup Turf Sprint over 5 furlongs would be right up her alley
0,Hot deal!  Apple iPhone 5s (Sprint) - $439.99 White 16GB iOS 7.0.4  Don't miss this awesome deal! http://t.co/7Jeo7zZo6R
0,Part 1 of @kevinhart4real and itsreginahall #potentialofus #verizon verizon #neworleans http://t.co/gdLOoE51Yb
1,"Hey @Verizon, Thank you for ripping off my dad with your pricey products. @JohnLegere and Big Magenta's going after you and @ATT! #Uncarrier"
0,@TheOrangeCone what channel? And what channel for the sprint unlimited
0,Best article I've read about how the internet works and what's up with video streaming services. http://t.co/3Ev9pBcCkF
0,Won Budweiser Duel 1 in the @N_O_R_L after a much cleaner race than last night's Sprint Unlimited. I will start 3rd in the Daytona 500.
0,@Clo_Trace until you break into sprint mode
0,RT @TMOBILE231: @JohnLegere can this awesome T-Mobile store in the Chi get a retweet #uncarrier shout out @WirelessVision
0,Sprint unlimited tonight
0,RT @Bayview298: Anyone else lose Verizon internet in Southie? @universalhub #VerizonInternet
1,I can't use my whatsapp. Shit T-Mobile started with the bs already?
0,"#Job #Chicago SOLUTIONS ARCHITECT / ENGINEER  Unified Communications/Contact Center at Verizon (Chicago, IL):... http://t.co/HKJw7EKPpZ"
0,RT @Cydnee20: I love my sprint relay  @LockhartMadison @baylie_bray #KayKay
0,Okay #DevilsBowl fans... Who's gonna win the Sprint Unlimited at Daytona tonight?
1,@KevinBlack20 nope. they said my phone is just malfunctioning. all the settings are on that should be. fuck Verizon
0,RT @MouserNancy: Ready for the sprint but waiting for the signal to start the race #wearethepeople
0,Hey Verizon - why are you giving me an extra GB of data for free? What's your game?
0,RT @FOXSportsPR: NASCAR SPRINT UNLIMITED (@FOXSports1; 8 PM ET) @mikejoy500 @The_ChrisMyers @mw55 @LarryMac28 @HollywoodJeff @kristavoda &
0,Part 2 of @kevinhart4real and itsreginahall #potentialofus #verizon verizon #neworleans http://t.co/mDP6FvqIv3
1,@jboody601 Verizon is () fuh
1,Bro Sprint can kiss my ass with this shitty service!!
0,@LucasMight @agirlnamednat We can sprint later if you want.
0,##NASCAR: NASCAR season to open up Saturday night with Sprint... http://t.co/PQNeZ2hNH5 #BradKeselowski #SprintUnlimited #TonyStewart
0,Nokia Lumia Icon coming to Verizon February 20th for $200 (hands-on) http://t.co/3lacNIImvj
0,Fair play @ChidgeyValleys for not running out the house when @JennaValleys mum first started kicking off! I would sprint a mile!
0,Can somebody take me to sprint real quick
0,"Best Cell Phone Mobile Spy Software Remotely Read SMS, Check Call & Track GPS Location -> http://t.co/395hLkncmm verizon spyware for pro"
0,The 33 car of Kody Weisner goes around. Flat LR. It's gonna be a 20 lap sprint at #Daytona! #ARCA
0,"Even tho its called the sprint unlimited, but I still call it the Budweiser Shootout. #oldschool #soundsbetter"
0,@MysteryGuitarM @VerizonWireless @TMobile @Virgin @ATT I highly recommend ATT. Good coverage. Great customer service.
0,RT @TMOBILE231: @JohnLegere can this awesome T-Mobile store in the Chi get a retweet #uncarrier shout out @WirelessVision
0,Alex beat me in a sprint.
0,Samsung Jitterbug J SPH-A310 - Silver (Verizon) Cellular Phone (Body is cracked): $5.99 (0 Bids) End Date:... http://t.co/YRsGDOIT8u
0,PRO Flash Creators! Flashing Samsung's & HTC to Boost and Verizon Prepaid!: $100.00 (0 Bids) End Date: Saturday... http://t.co/RhW1MtCqWR
0,"@XIIXVIXI: @ilive4_RNF3 yes yes , but I bought a pair of uggs that match it , so shit imma sprint that shit NOW !"
0,"Jeff Gordon: If I win the Sprint Cup championship this year, Im retiring."
0,"@MartinTruex_Jr! RT""@DevilsBowlSpeed: Okay #DevilsBowl fans... Who's gonna win the Sprint Unlimited at Daytona tonight?"""
0,Is anybody selling a iPhone 5 on tmobile or AT&T if u not can u RT into somebody is ?
0,"@FOXSports1 I hope you have a better ticker for the @sprint unlimited than the ARCA race, because it gets in the way!"
0,"@trejo_trejo21 ok, and don't walk just sprint there."
0,"RT @ChuckNellis: Shopping's done, I'm back & ready for some DAYTONA racing! ARCA is on now, then Sprint Cup racing. Love me some racing! An"
0,Samsung Droid Charge No Contract Verizon Cell Phone http://t.co/CYI40VCEms
0,Will someone tell me how they are having a winter Olympics with these temperatures?https://t.co/LVa4WFG8Px
0,"RT @CNET: How does Verizon's ""More Everything"" plan stack up to competitors' offers? CNET News' @maggie_reardon takes a look http://t.co/nT"
0,RT @Cydnee20: I love my sprint relay  @LockhartMadison @baylie_bray #KayKay
0,Part 2 of @kevinhart4real and itsreginahall #potentialofus #verizon verizon #neworleans http://t.co/IXR3RLsg4g
0,"The #hottest offers on Verizon Cell Phones #VerizonCellPhones #Verizon #Cell #Phones Top offers, http://t.co/q0d6Dseuzq"
0,T-Mobile will soon require half your phone to be paid off before upgrading with Jump http://t.co/Kq0vSM8Kt5
0,Samsung Gusto SCH-U360 - Metallic gray (Verizon) Cellular Phone: $10.00 (0 Bids) End Date: Saturday Feb-15-2014... http://t.co/1Ie7zq8jAG
0,Some impressive numbers on Verizon's upgraded LTE network in Lower Manhattan. http://t.co/dqsH38lKcB
0,Apple iPhone 4 - 32GB - Black (Verizon) RENEWED!: $179.95 (0 Bids) End Date: Saturday Feb-15-2014 15:38:50 PST... http://t.co/90SAOhcoBc
0,Apple iPhone 4 - 16GB - Black (Verizon) Smartphone: $120.00 (0 Bids) End Date: Saturday Feb-15-2014 15:34:16 PST... http://t.co/SNgFAx1QYM
0,@ColleenSMyers @LucasMight I might sprint. They haven't worked for me this week. I did 25K last week. I will be happy to do 10K this week
0,"Best Cell Phone Mobile Spy Software Remotely Read SMS, Check Call & Track GPS Location >> http://t.co/395hLk69km tools tmobile download"
1,Why does sprint 3g sucks so bad?
0,Can't outfox IT savvy consumers. | $NFLX slow on Verizon or Comcast? A VPN might speed up that video http://t.co/ih0MmSzWTh
1,I wanna fuckkn slap everyone at tmobile
0,RT @SocialInNewYork: Ready for the start of the 2014 Sprint Cup racing season? @myofficeleague  Has the tools to run your work place pool
1,RT @caitlynbree: I hate sprint.
0,"#5: eTECH Collection 5 Pack of Anti-Glare Screen Protectors for Apple iPhone 5/5S/5C AT&T, T-Mobile, Sprint, V... http://t.co/iUiKknkdpo"
1,Sprint taking forever to change a my fuckin number
0,@smashtasticc: Ayyyye sprint cup http://t.co/vPZ5VJW7oD you and your mom are so stinkin cute
0,"RT @EricTTung: Why Facebook Is More Like Verizon Than Like Google:In this edition of The Baer Facts, Im not j... http://t.co/GHmF4mP0t8 "
0,Featured: Swappa listing for Samsung Galaxy Note 3 (Verizon): $750 http://t.co/3T1vCnPcLN
0,"RT @dustinlong: #NASCAR  AJ Foyt: ""People jump on my good friend Tony Stewart for driving sprint cars. Life is short."" #AskMRN @MRNRadio"
1,Was stuck at home last night because tmobile was fucking up and didn't send any of my texts #effyou
0,"RT @MartySmithESPN: AJF: ""People jump on my good friend Tony Stewart for driving sprint cars? Life's short. If you like to race you'll race"
0,RT @adam_ahlstrom: Happy birthday to the little brotato @davidahlstrom time to invade Verizon center to see the Flyers beat the piss out of
0,Hey man whatcha think do you think dale jr has what it takes to win the Sprint cup this year?
0,Anybody have a Verizon iPhone 5 I can borrow
0,If I can't be at the Verizon center I prefer to be horizontal while watching the caps
0,"Seriously, the struggle has caused me to go from Verizon to AT&T and now I'm with Sprint. Let me tell you something..."
0,@kriskross22 do you have verizon?
0,"RT @dcaraviello: AJ Foyt says he knows some have knocked his friend Tony Stewart for racing sprint cars. Life is too short, he said. Got to"
0,"@TeeRiddle loved my S3, just got tired of not having latest android with Verizon. Have you looked at Moto X?"
0,#KitKat for T-Mobile LG G2 is now Available http://t.co/03ERa8TeBu #LGG2
0,RT @SocialInDallas: Ready for the start of the 2014 Sprint Cup racing season? @myofficeleague  Has the tools to run your work place poolh
0,"@dzyrl when you have a kid in a buggy and theres only 2 places on train you can go, they way they leave you to sprint is dead funny"
0,Anybody have a Verizon iPhone 5 I can buy off them
0,"@evleaks Well, stuck on Verizon. So the answer is...whatever they decide to get. Lol"
1,RT @Kadyjahhhhh: @___EastsideNell: I hate sprint
0,"Anybody else getting 'busy circuit"" signals when dialing out on a Verizon phone?"
0,"""The Christian life isn't a sprint it's a marathon"" #SECRetreat #Greater #icoccampus"
0,I need a tmobile iphone
0,I know one and two SPRINT beta stop playing wit me
0,"RT @amadoit: @NutmegRadio ""ok cool down!"" *coach blows whistle. players sprint to imaginary referee, waving arms, brandishing fake cards an"
0,I love T-Mobile
0,I've lost the power to sprint
0,Nearly missed my flight and had to sprint for the aircoach #worst
0,"RT @MartySmithESPN: AJF: ""People jump on my good friend Tony Stewart for driving sprint cars? Life's short. If you like to race you'll race"
0,#Win Kyocera Hydro Edge waterproof cell phone with Sprint service! @pamelamaynard http://t.co/VUZHcUdN4S
0,The fans at Verizon center who scream red during the the national anthem should be shot
0,I'm guessing Smoke will be making his first sprint car race next week since #WoO is in Las Vegas with #NASCAR
0,Win a Samsung Galaxy S 4 mini from @sprint on @lilac_the_bunny's blog! #Giveaway  http://t.co/eFxX835Gex
0,Verizon Store Busted Into; Three People Arrested http://t.co/NLoEqrrL6G FOX17
0,Deputy Director John Inglis read his sister's Sprint outgoing call logs.
0,Get creative for our upcoming Power walk & Stiletto sprint...prizes for all categories! on line regi http://t.co/fucQlAhZer
0,Caleb Green rocks the anthem once again at Verizon! #howitisdone
0,@VerizonWireless Verizon Wireless Customer SUPPORT Please Help Me!!  Verizon Wireless Customer SUPPORT Please Help Me!!
0,Mets' Sprint training @lguillorme13 http://t.co/0JGmGiHK5k
0,2 weeks from today I'll be back in Verizon Center. #CannotWait
0,@VZWnews Verizon Wireless Customer SUPPORT Please Help Me!!  Verizon Wireless Customer SUPPORT Please Help Me!!  Verizon Wireless Customer
0,@BlackBerry @sprint @TMobile @VerizonWireless @htc @ATT WolVol 10 inch Laptop with WIFI (White) WolVol $169.94 http://t.co/j3CuO5HdqG
0,#Caps and #Flyers underway at #Verizon on #NBC
0,#Caps and #Flyers underway at #Verizon on #NBC
0,Let's go Caps! #timetobeatsomephillyass #rockthered #merica #8 #52 @ Verizon Center http://t.co/V2DSwd1dvE
0,"RT @MartySmithESPN: AJF: ""People jump on my good friend Tony Stewart for driving sprint cars? Life's short. If you like to race you'll race"
0,@RaymondShields I have verizon. http://t.co/4Y7arbOSGP
1,These past 3 months with Sprint have caused me more issues than the 3 years with AT&T and the 7 with Verizon combined! In 3 months! my dude.
0,@VerizonVerizon Wireless Customer SUPPORT Please Help Me!!  Verizon Wireless Customer SUPPORT Please Help Me!!  Verizon Wireless Customer
0,Motivate yourself with Verizons new #fitness smartphone wallpapers on #Pinterest. http://t.co/uKkSO7fq6f #vzwcrowd
0,Can you switch an iphone from at&t to verizon ?  No two different phone towers http://t.co/eyDMRZRsKS
